SourceFile,EXIF:CreateDate,RTF:CreateDate,PDF:CreateDate,FlashPix:CreateDate,File:FileCreateDate,QuickTime:CreateDate,XMP:CreateDate,Composite:DateTimeOriginal,EXIF:DateTimeOriginal,XMP:DateTimeOriginal,XMP:DateTimeDigitized,QuickTime:MediaCreateDate,Composite:SubSecCreateDate,XMP:CreationDate,Matroska:DateTimeOriginal,QuickTime:TrackCreateDate,XML:CreateDate,Composite:SubSecDateTimeOriginal,EXIF:CreateDate_ts,RTF:CreateDate_ts,PDF:CreateDate_ts,FlashPix:CreateDate_ts,File:FileCreateDate_ts,QuickTime:CreateDate_ts,XMP:CreateDate_ts,Composite:DateTimeOriginal_ts,EXIF:DateTimeOriginal_ts,XMP:DateTimeOriginal_ts,XMP:DateTimeDigitized_ts,QuickTime:MediaCreateDate_ts,Composite:SubSecCreateDate_ts,XMP:CreationDate_ts,Matroska:DateTimeOriginal_ts,QuickTime:TrackCreateDate_ts,XML:CreateDate_ts,Composite:SubSecDateTimeOriginal_ts,EarliestTimestamp,EarliestYear
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_08.07.19.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/Ciklum/Monthly vacancy balance/Statistics for SE presentation_01.09.2020.xlsx,,,,,2025:10:31 17:33:49+01:00,,,,,,,,,,,,2020:01:29 11:57:11Z,,,,,,1761928429.0,,,,,,,,,,,,1580299031.0,,1580299031.0,2020
D:/HDD Data/OTHER/Конкурс/37.pdf,,,2013:04:10 12:46:47,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,,,,,1365590807.0,,1761929687.0,,,,,,,,,,,,,,1365590807.0,2013
D:/HDD Data/0_duplicates/~$DBS_fin model_20 FTE_steady year_04.06.2018_v2.xlsx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-09-02T153748.297.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:09:02 12:37:47Z,,,,,,1761928451.0,,,,,,,,,,,,1599050267.0,,1599050267.0,2020
D:/HDD Data/Downloads/Additional Payments December'19 (1).xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2015:08:25 10:54:45Z,,,,,,1761928443.0,,,,,,,,,,,,1440500085.0,,1440500085.0,2015
D:/HDD Data/OTHER/Downloads/Jennifer_Lopez_feat._Pitbull_-_Live_It_Up_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:35+01:00,,,2013,,,,,,,,,,,,,,,1761929555.0,,,,,,,,,,,,,,1761929555.0,2025
D:/HDD Data/OTHER/Downloads/Damodaran_Investitsionnaya_otsenka.pdf,,,2009:05:22 14:59:31+04:00,,2025:10:31 17:52:01+01:00,,2009:05:22 14:59:31+04:00,,,,,,,,,,,,,,1242989971.0,,1761929521.0,,1242989971.0,,,,,,,,,,,,1242989971.0,2009
D:/HDD Data/OTHER/Downloads/Mia_Martina_-_La_La_(Cosmic_Dawn_Electro_Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:47+01:00,,,2013,,,,,,,,,,,,,,,1761929567.0,,,,,,,,,,,,,,1761929567.0,2025
D:/HDD Data/1_uniques/butinec_f_f_ta_in_buhgalterskii_finansovii_oblik.pdf,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Work PC_2/To Save/AB Rate Card (USD).pptx,,,,,2025:10:31 18:28:23+01:00,,,,,,,,,,,,2017:10:17 08:55:30Z,,,,,,1761931703.0,,,,,,,,,,,,1508230530.0,,1508230530.0,2017
D:/HDD Data/OTHER/Downloads/DJ_Layla_and_Lorina_-_Searching_4_Love_(Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:08+01:00,,,2013,,,,,,,,,,,,,,,1761929528.0,,,,,,,,,,,,,,1761929528.0,2025
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-07-15T113235.481.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:07:15 08:32:34Z,,,,,,1761928451.0,,,,,,,,,,,,1594801954.0,,1594801954.0,2020
D:/HDD Data/OTHER/Downloads/DTL 681.xls,,,,2017:05:08 10:14:08,2025:10:31 17:52:13+01:00,,,,,,,,,,,,,,,,,1494231248.0,1761929533.0,,,,,,,,,,,,,,1494231248.0,2017
D:/HDD Data/Downloads/Recruitment_Dec.xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2020:01:08 14:30:54Z,,,,,,1761928461.0,,,,,,,,,,,,1578493854.0,,1578493854.0,2020
"D:/HDD Data/OTHER/Flashka 2/DTEK Годовой отчет 2011 (рус.) (PDF, 3 MB).pdf",,,2012:07:12 11:03:58+04:00,,2025:10:31 17:53:33+01:00,,2012:07:12 11:03:58+04:00,,,,,,,,,,,,,,1342076638.0,,1761929613.0,,1342076638.0,,,,,,,,,,,,1342076638.0,2012
D:/HDD Data/Luxoft/Refinitiv workshop/logo3x.png,,,,,2025:10:31 17:50:59+01:00,,,,,,,,,,,,,,,,,,1761929459.0,,,,,,,,,,,,,,1761929459.0,2025
D:/HDD Data/Luxoft/Kaim Khairov/Partnership Meeting 28082017 v17.pdf,,,2017:08:27 17:43:56Z,,2025:10:31 17:50:52+01:00,,,,,,,,,,,,,,,,1503855836.0,,1761929452.0,,,,,,,,,,,,,,1503855836.0,2017
D:/HDD Data/OTHER/Downloads/myzuka.ru_11_long_road_to_hell.mp3,,,,,2025:10:31 17:52:49+01:00,,,2013,,,,,,,,,,,,,,,1761929569.0,,,,,,,,,,,,,,1761929569.0,2025
D:/HDD Data/Ciklum/McKinsey/COVID-19-Facts-and-Insights-May-6.pdf,,,2020:05:07 12:48:48-04:00,,2025:10:31 17:33:47+01:00,,2020:05:07 12:48:48-04:00,,,,,,,,,,,,,,1588870128.0,,1761928427.0,,1588870128.0,,,,,,,,,,,,1588870128.0,2020
D:/HDD Data/OTHER/мсфо/ifrs07.pdf,,,2013:10:07 16:43:34+01:00,,2025:10:31 17:54:48+01:00,,,,,,,,,,,,,,,,1381160614.0,,1761929688.0,,,,,,,,,,,,,,1381160614.0,2013
D:/HDD Data/0_duplicates/AlbumArt_{502F087F-3715-4CD0-826B-4005135D9E7F}_Small.jpg,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/OTHER/docs/СПИСОК КНИГ.docx,,,,,2025:10:31 17:51:50+01:00,,,,,,,,,,,,2012:09:07 20:49:00Z,,,,,,1761929510.0,,,,,,,,,,,,1347050940.0,,1347050940.0,2012
D:/HDD Data/Work PC_2/Work PC 2/Markit.pptx,,,,,2025:10:31 18:28:34+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761931714.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (81).xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:03:27 14:52:37Z,,,,,,1761928451.0,,,,,,,,,,,,1585320757.0,,1585320757.0,2020
D:/HDD Data/My personal/Proprietary_Timesaver_2019.potx,,,,,2025:10:31 17:51:16+01:00,,,,,,,,,,,,2019:05:06 14:44:46Z,,,,,,1761929476.0,,,,,,,,,,,,1557153886.0,,1557153886.0,2019
D:/HDD Data/Downloads/CV+Solomiichuk.pdf,,,2017:11:23 21:52:02+02:00,,2025:10:31 17:34:14+01:00,,2017:11:23 21:52:02+02:00,,,,,,,,,,,,,,1511466722.0,,1761928454.0,,1511466722.0,,,,,,,,,,,,1511466722.0,2017
D:/HDD Data/Downloads/KPI August 2020.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:09:02 10:10:21Z,,,,,,1761928457.0,,,,,,,,,,,,1599041421.0,,1599041421.0,2020
D:/HDD Data/Downloads/Headcount.xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:01:10 16:28:21+02:00,,,,,,1761928456.0,,,,,,,,,,,,1578666501.0,,1578666501.0,2020
D:/HDD Data/OTHER/Downloads/Tiesto_-_Green_Sky_(Original_Mix)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:53:11+01:00,,,2011,,,,,,,,,,,,,,,1761929591.0,,,,,,,,,,,,,,1761929591.0,2025
D:/HDD Data/Downloads/Researchers KPI (47).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:04:27 09:23:16Z,,,,,,1761928462.0,,,,,,,,,,,,1587979396.0,,1587979396.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (64).xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:02:05 08:04:24Z,,,,,,1761928451.0,,,,,,,,,,,,1580889864.0,,1580889864.0,2020
D:/HDD Data/Ciklum/Monthly vacancy balance/Monthly vacacy balance_04.02.2020.xlsx,,,,,2025:10:31 17:33:48+01:00,,,,,,,,,,,,2020:01:29 11:57:11Z,,,,,,1761928428.0,,,,,,,,,,,,1580299031.0,,1580299031.0,2020
D:/HDD Data/OTHER/beautiq.com.ua/Prays-listy_na_3.01.13_files.zip,,,,,2025:10:31 17:51:19+01:00,,,,,,,,,,,,,,,,,,1761929479.0,,,,,,,,,,,,,,1761929479.0,2025
D:/HDD Data/OTHER/Downloads/Martin_Garrix_-_Amsterdam_Dance_Event_ADE_2014_Amsterdam_Music_Festival_2014_18_10_2014_(get-tune.net).mp3,,,,,2025:10:31 17:52:45+01:00,,,2014,,,,,,,,,,,,,,,1761929565.0,,,,,,,,,,,,,,1761929565.0,2025
D:/HDD Data/OTHER/Конкурс/Трансфертное ценообразование.docx,,,,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,2013:10:24 09:04:00Z,,,,,,1761929687.0,,,,,,,,,,,,1382605440.0,,1382605440.0,2013
D:/HDD Data/Ciklum/Backlog cleaning/Backlog cleaning_27.11.2019.xlsx,,,,,2025:10:31 17:33:30+01:00,,,,,,,,,,,,2019:11:27 10:21:34Z,,,,,,1761928410.0,,,,,,,,,,,,1574850094.0,,1574850094.0,2019
D:/HDD Data/Luxoft/Refinitiv workshop/TR_Kolya.pptx,,,,,2025:10:31 17:50:59+01:00,,,,,,,,,,,,2018:06:13 12:04:43Z,,,,,,1761929459.0,,,,,,,,,,,,1528891483.0,,1528891483.0,2018
D:/HDD Data/Luxoft/FS updates/LLoyds November meeting v1.6.pdf,,,2018:11:06 14:22:55+02:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1541506975.0,,1761929450.0,,,,,,,,,,,,,,1541506975.0,2018
D:/HDD Data/Downloads/KPI July 2020.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:08:03 13:03:43Z,,,,,,1761928457.0,,,,,,,,,,,,1596459823.0,,1596459823.0,2020
D:/HDD Data/OTHER/Downloads/Julian Calor-Typhoon (Original Mix) www.mp3c.cc .mp3,,,,,2025:10:31 17:52:36+01:00,,,2014,,,,,,,,,,,,,,,1761929556.0,,,,,,,,,,,,,,1761929556.0,2025
D:/HDD Data/OTHER/Downloads/Showtek_and_Ookay_-_Bouncer_(Original_Mix)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:53:00+01:00,,,2014,,,,,,,,,,,,,,,1761929580.0,,,,,,,,,,,,,,1761929580.0,2025
D:/HDD Data/Ciklum/Backlog cleaning/Backlog Review_24.12.2019.xlsb,,,,,2025:10:31 17:33:33+01:00,,,,,,,,,,,,2019:11:27 10:21:34Z,,,,,,1761928413.0,,,,,,,,,,,,1574850094.0,,1574850094.0,2019
D:/HDD Data/Ciklum/Sourcing Candidates Analysis/Sourcing Candidates Analysis_01.09.2020_v1.xlsx,,,,,2025:10:31 17:33:53+01:00,,,,,,,,,,,,2020:01:09 17:00:25Z,,,,,,1761928433.0,,,,,,,,,,,,1578589225.0,,1578589225.0,2020
D:/HDD Data/Downloads/Headcount (10).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:02:10 12:00:55+02:00,,,,,,1761928456.0,,,,,,,,,,,,1581328855.0,,1581328855.0,2020
D:/HDD Data/Luxoft/FS updates/Excelian ASSL Examples Nearshoring.pdf,,,2019:05:23 15:02:35+03:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1558612955.0,,1761929450.0,,,,,,,,,,,,,,1558612955.0,2019
D:/HDD Data/0_duplicates/AlbumArt_{B74A2828-73C3-4F5D-AA62-7FC8D9094559}_Large.jpg,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/OTHER/Downloads/Mike_Candys_Feat._Maury_-_Miracles_Club_Edit_(get-tune.net).mp3,,,,,2025:10:31 17:52:48+01:00,,,2014,,,,,,,,,,,,,,,1761929568.0,,,,,,,,,,,,,,1761929568.0,2025
D:/HDD Data/Luxoft/FS updates/non-GSA report_11.12.2018.pdf,,,2018:12:12 19:10:03+02:00,,2025:10:31 17:50:51+01:00,,,,,,,,,,,,,,,,1544634603.0,,1761929451.0,,,,,,,,,,,,,,1544634603.0,2018
D:/HDD Data/Work PC_2/To Save/Maybank_Avaloq MY PB Implementation - Internal 20190304.pptx,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761931704.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/Ciklum/Candidate Source/Candidate Sources_analysis2.xlsx,,,,,2025:10:31 17:33:34+01:00,,,,,,,,,,,,2019:12:18 09:03:23Z,,,,,,1761928414.0,,,,,,,,,,,,1576659803.0,,1576659803.0,2019
D:/HDD Data/OTHER/Downloads/БЛАНК заказа с формулами .xlsx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2015:11:14 15:08:26Z,,,,,,1761929601.0,,,,,,,,,,,,1447513706.0,,1447513706.0,2015
D:/HDD Data/Downloads/All vacancies (27).xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2020:02:13 09:16:08Z,,,,,,1761928443.0,,,,,,,,,,,,1581585368.0,,1581585368.0,2020
D:/HDD Data/OTHER/Downloads/Sharon_Doorson_-_High_On_Your_Love_Muzykalnye_Novinki_(get-tune.net).mp3,,,,,2025:10:31 17:52:59+01:00,,,,,,,,,,,,,,,,,,1761929579.0,,,,,,,,,,,,,,1761929579.0,2025
D:/HDD Data/OTHER/ФЛЭШКА/how_to_make_a_complaint.flv,,,,,2025:10:31 18:27:29+01:00,,,,,,,,,,,,,,,,,,1761931649.0,,,,,,,,,,,,,,1761931649.0,2025
D:/HDD Data/Luxoft/Refinitiv workshop/blackstone-100131.png,,,,,2025:10:31 17:50:59+01:00,,,,,,,,,,,,,,,,,,1761929459.0,,,,,,,,,,,,,,1761929459.0,2025
D:/HDD Data/Ciklum/Job Board Analytics/Template for Linkedin.xlsx,,,,,2025:10:31 17:33:44+01:00,,,,,,,,,,,,2020:08:18 11:20:52Z,,,,,,1761928424.0,,,,,,,,,,,,1597749652.0,,1597749652.0,2020
D:/HDD Data/Work PC_2/To Save/Avaloq Professional Services RFP - Excelian Profiles Offered to Avaloq.pptx,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2018:07:13 23:06:07Z,,,,,,1761931704.0,,,,,,,,,,,,1531523167.0,,1531523167.0,2018
D:/HDD Data/OTHER/Documents AMWAY/ID.pdf,,,2015:06:23 13:39:57,,2025:10:31 17:51:50+01:00,,,,,,,,,,,,,,,,1435059597.0,,1761929510.0,,,,,,,,,,,,,,1435059597.0,2015
D:/HDD Data/Luxoft/Zurich Insurance/Zurich Insurance Group - Workshop 11th of June v7.pptx,,,,,2025:10:31 17:51:15+01:00,,,,,,,,,,,,2018:12:06 19:17:18Z,,,,,,1761929475.0,,,,,,,,,,,,1544123838.0,,1544123838.0,2018
D:/HDD Data/OTHER/Конкурс/Анализ.xlsx,,,,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,2013:11:09 10:35:56Z,,,,,,1761929687.0,,,,,,,,,,,,1383993356.0,,1383993356.0,2013
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20201004-20201012 (2).xlsx,,,,,2025:10:31 17:34:09+01:00,,,,,,,,,,,,,,,,,,1761928449.0,,,,,,,,,,,,,,1761928449.0,2025
D:/HDD Data/Work PC_2/To Save/CS_YODA_Slides_v1  -  Read-Only.pptx,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2019:05:01 19:00:14Z,,,,,,1761931704.0,,,,,,,,,,,,1556737214.0,,1556737214.0,2019
D:/HDD Data/OTHER/Downloads/Швецова Н. Є. - last 16-01.docx,,,,,2025:10:31 17:53:23+01:00,,,,,,,,,,,,2017:01:16 16:43:00Z,,,,,,1761929603.0,,,,,,,,,,,,1484584980.0,,1484584980.0,2017
D:/HDD Data/Downloads/Daily fulfillment targets_Aug-20.xlsx,,,,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,2019:09:25 12:45:03Z,,,,,,1761928454.0,,,,,,,,,,,,1569415503.0,,1569415503.0,2019
D:/HDD Data/Downloads/Global Recruitment 2021_template (1).xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928455.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_v1.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/0_duplicates/AlbumArt_{C1FDA3FD-1345-442F-9419-5F502EF6AB9B}_Large.jpg_original,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Recruitment Activity_26.11.2019.xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2019:11:26 13:47:46Z,,,,,,1761928460.0,,,,,,,,,,,,1574776066.0,,1574776066.0,2019
D:/HDD Data/Ciklum/Sales Organisation Overview/Sales and Delivery pipeline_03.02_verified.pptx,,,,,2025:10:31 17:33:53+01:00,,,,,,,,,,,,2018:04:11 13:07:04Z,,,,,,1761928433.0,,,,,,,,,,,,1523452024.0,,1523452024.0,2018
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-07-28T101749.756.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:07:28 07:17:48Z,,,,,,1761928451.0,,,,,,,,,,,,1595920668.0,,1595920668.0,2020
D:/HDD Data/OTHER/Фильмы/Gercules.1997.XviD.DVDRip-bora86bora.avi,,,,,2025:10:31 18:02:43+01:00,,,,,,,,,,,,,,,,,,1761930163.0,,,,,,,,,,,,,,1761930163.0,2025
D:/HDD Data/OTHER/Downloads/Dimitri_Vegas_and_Like_M._feat._Wolfpack_and_Katy_B_-_Find_Tomorrow_(Ocarina)_(Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:05+01:00,,,2013,,,,,,,,,,,,,,,1761929525.0,,,,,,,,,,,,,,1761929525.0,2025
D:/HDD Data/OTHER/Downloads/John_Legend_-_All_Of_Me_(Tiesto_Remix)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:35+01:00,,,2014,,,,,,,,,,,,,,,1761929555.0,,,,,,,,,,,,,,1761929555.0,2025
D:/HDD Data/OTHER/Downloads/Party_Collective_feat._Irina_Sarbu_-_Atinge_Alex_Grand_feat._T-Paul_Official_Remix_Club_House_V_(get-tune.net).mp3,,,,,2025:10:31 17:52:52+01:00,,,,,,,,,,,,,,,,,,1761929572.0,,,,,,,,,,,,,,1761929572.0,2025
D:/HDD Data/Ciklum/Detailed Step Duration analysis/Step duration_detailed analysis_v1.2.xlsx,,,,,2025:10:31 17:33:41+01:00,,,,,,,,,,,,2020:02:20 14:12:41Z,,,,,,1761928421.0,,,,,,,,,,,,1582207961.0,,1582207961.0,2020
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (45).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:06:09 08:40:25Z,,,,,,1761928453.0,,,,,,,,,,,,1591692025.0,,1591692025.0,2020
D:/HDD Data/OTHER/Downloads/ДЗ - J3RFDSLD.XLSX,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,,,,,,,1761929601.0,,,,,,,,,,,,,,1761929601.0,2025
D:/HDD Data/Luxoft/North America Accounts/North America_Portfolio overview.xlsx [Recovered].pptx,,,,,2025:10:31 17:50:56+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929456.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/OTHER/Downloads/Швецова Н. Є. - last 12-01.docx,,,,,2025:10:31 17:53:23+01:00,,,,,,,,,,,,2017:01:03 14:48:00Z,,,,,,1761929603.0,,,,,,,,,,,,1483454880.0,,1483454880.0,2017
D:/HDD Data/Ciklum/Recruitment budget 2021/Global Recruitment 2021_Recruitment_DH_v4.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928431.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Ciklum/Time to Close Q'2/Billable vacancies balance dynamics pivot Apr'20.xlsx,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,2020:07:07 08:29:14Z,,,,,,1761928441.0,,,,,,,,,,,,1594110554.0,,1594110554.0,2020
D:/HDD Data/1_uniques/Dj Spartaque on KISS fm New Year - 2013 new.mp3,,,,,2025:10:31 17:33:22+01:00,,,2011,,,,,,,,,,,,,,,1761928402.0,,,,,,,,,,,,,,1761928402.0,2025
D:/HDD Data/OTHER/Downloads/PHRASAL VERBS OUT.docx,,,,,2025:10:31 17:52:52+01:00,,,,,,,,,,,,2014:05:15 06:29:00Z,,,,,,1761929572.0,,,,,,,,,,,,1400135340.0,,1400135340.0,2014
D:/HDD Data/Downloads/Employees (8).xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2020:01:23 20:14:49+02:00,,,,,,1761928455.0,,,,,,,,,,,,1579803289.0,,1579803289.0,2020
D:/HDD Data/Downloads/Zhenya_Vacancies Load_Researchers.xlsx,,,,,2025:10:31 17:34:29+01:00,,,,,,,,,,,,,,,,,,1761928469.0,,,,,,,,,,,,,,1761928469.0,2025
D:/HDD Data/OTHER/beautiq.com.ua/Webmoney.docx,,,,,2025:10:31 17:51:19+01:00,,,,,,,,,,,,2013:01:18 16:44:00Z,,,,,,1761929479.0,,,,,,,,,,,,1358527440.0,,1358527440.0,2013
D:/HDD Data/OTHER/Учеба/otchyot_po_praktike_3_kurs.docx,,,,,2025:10:31 17:57:46+01:00,,,,,,,,,,,,2010:07:06 23:51:00Z,,,,,,1761929866.0,,,,,,,,,,,,1278460260.0,,1278460260.0,2010
D:/HDD Data/OTHER/Фильмы/Poimaj.menja esli.smozhesh.2002.x264.BDRip(720p)-FILMRUS.mkv,,,,,2025:10:31 18:12:48+01:00,,,,,,,,,,2012:11:25 03:45:57Z,,,,,,,,1761930768.0,,,,,,,,,,1353815157.0,,,,1353815157.0,2012
D:/HDD Data/Downloads/Recomendations (9).xlsx,,,,,2025:10:31 17:34:19+01:00,,,,,,,,,,,,2020:05:08 08:49:08Z,,,,,,1761928459.0,,,,,,,,,,,,1588927748.0,,1588927748.0,2020
D:/HDD Data/Downloads/Researchers KPI (30).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:02:28 15:30:08Z,,,,,,1761928462.0,,,,,,,,,,,,1582903808.0,,1582903808.0,2020
D:/HDD Data/Luxoft/FS updates/IHS Markit UI Architecture Review v1 (003).pdf,,,2019:06:24 18:42:18+01:00,,2025:10:31 17:50:50+01:00,,2019:06:24 18:42:18+01:00,,,,,,,,,,,,,,1561398138.0,,1761929450.0,,1561398138.0,,,,,,,,,,,,1561398138.0,2019
D:/HDD Data/OTHER/beautiq.com.ua/files1875668.xls,,,,2012:04:05 15:42:15,2025:10:31 17:51:19+01:00,,,,,,,,,,,,,,,,,1333633335.0,1761929479.0,,,,,,,,,,,,,,1333633335.0,2012
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (48).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:06:30 13:04:46Z,,,,,,1761928453.0,,,,,,,,,,,,1593522286.0,,1593522286.0,2020
D:/HDD Data/OTHER/big 4/Lesson 1_introduction.pdf,,,2011:07:22 12:29:15+04:00,,2025:10:31 17:51:21+01:00,,2011:07:22 12:29:15+04:00,,,,,,,,,,,,,,1311323355.0,,1761929481.0,,1311323355.0,,,,,,,,,,,,1311323355.0,2011
D:/HDD Data/OTHER/Downloads/Preview-Tujamo-Drop-That-Low-When-I-Dip(muzofon.com).mp3,,,,,2025:10:31 17:52:53+01:00,,,2016:02:20,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/OTHER/Фильмы/Neprikasaemye.2011.HDRip.Xvid.AC3.avi,,,,,2025:10:31 18:09:57+01:00,,,,,,,,,,,,,,,,,,1761930597.0,,,,,,,,,,,,,,1761930597.0,2025
D:/HDD Data/OTHER/Downloads/Niklas Ibach - The Blues feat. Dan Reeder (Official Music Video).mp3,,,,,2025:10:31 17:52:51+01:00,,,,,,,,,,,,,,,,,,1761929571.0,,,,,,,,,,,,,,1761929571.0,2025
D:/HDD Data/Downloads/All_2020_01_16_10_36_46.csv,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,,,,,,,1761928445.0,,,,,,,,,,,,,,1761928445.0,2025
D:/HDD Data/Luxoft/FS updates/Excelian - Analyzer DBS - v1.0.pdf,,,2018:10:18 15:04:11+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1539864251.0,,1761929449.0,,,,,,,,,,,,,,1539864251.0,2018
D:/HDD Data/Ciklum/Sales Organisation Overview/Sales and Delivery pipeline_03.16_verified.pptx,,,,,2025:10:31 17:33:53+01:00,,,,,,,,,,,,2018:04:11 13:07:04Z,,,,,,1761928433.0,,,,,,,,,,,,1523452024.0,,1523452024.0,2018
D:/HDD Data/Ciklum/Step analysis/Step duration_Q4'19.xlsx,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,2020:04:09 09:01:11Z,,,,,,1761928441.0,,,,,,,,,,,,1586422871.0,,1586422871.0,2020
D:/HDD Data/Luxoft/UA PL RO MX/taxing-wages-brochure.pdf,,,2019:04:05 16:31:08+01:00,,2025:10:31 17:51:00+01:00,,2019:04:05 16:31:08+01:00,,,,,,,,,,,,,,1554478268.0,,1761929460.0,,1554478268.0,,,,,,,,,,,,1554478268.0,2019
D:/HDD Data/Luxoft/Excel workshop/Excelian Status 06.10_for workshop.xlsx,,,,,2025:10:31 17:50:48+01:00,,,,,,,,,,,,2017:10:06 14:49:11Z,,,,,,1761929448.0,,,,,,,,,,,,1507301351.0,,1507301351.0,2017
D:/HDD Data/Downloads/Researchers KPI_page 1 (2).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:06:01 07:40:21Z,,,,,,1761928462.0,,,,,,,,,,,,1590997221.0,,1590997221.0,2020
